Object,L,H,W,Rigidity,Mass,Shape,Type,Duration,Action,Grasp
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,picking up,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,19,picking up,Power palm add 3-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,25,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,16,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,15,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8,holding,Power pad abd 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,holding,Precision pad abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1,holding,Intermediate add 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4,holding,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3,holding,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,holding,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1,holding,Power pad abd 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,16.68,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.8,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9.96,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.24,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13.32,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.28,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.16,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.48,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.76,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.2,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.56,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.28,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.8,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.8,holding,Power pad abd 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.28,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.36,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.88,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.48,holding,Intermediate add 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.6,holding,Intermediate abd 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.96,holding,Intermediate add 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11.56,holding,Precision pad add 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.56,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.64,holding,Intermediate add 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.04,holding,Intermediate add 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.52,holding,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.28,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.84,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1,holding,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.24,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.96,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.24,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.88,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.88,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.32,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.84,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.8,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.28,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.6,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,19.56,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.36,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.92,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,16.44,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.2,holding,Power pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.4,holding,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.96,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.08,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.76,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.68,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.8,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.36,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.8,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.36,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.72,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4,holding,Precision pad abd 2-3
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,20,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5,holding,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,38,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,40,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,19,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,12,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,19,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,29,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,14,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8,aiming,Precision pad abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,54,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,15,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,50.16,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.96,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.64,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,56.28,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.76,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.6,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.8,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.04,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,26.48,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,12.96,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.28,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.04,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.72,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.24,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.6,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.08,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.6,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,18.44,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.92,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.56,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.8,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.88,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11.16,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,21.32,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,15.84,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.44,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.84,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11.32,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,14.35,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.52,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.48,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.8,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.04,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.64,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,19.92,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.16,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.79,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.88,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.52,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.44,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.24,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.32,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,20.2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13.64,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.4,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.08,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,24.56,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.72,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,30.56,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.16,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.28,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.16,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.28,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13.56,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.56,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.56,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.52,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.92,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,15.68,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,27,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,20,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,18,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,39,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,21,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,31,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,24,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,43,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,48,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,23,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,25,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,17,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,26,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,15,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,47,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,16,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,51,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1,aiming,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1,arranging,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,carrying,Precision pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.52,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9.16,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.2,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,28.2,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,15.6,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,17.76,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.68,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,8.52,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.84,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.52,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.68,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9.6,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.52,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.72,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,9.84,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.08,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.08,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.24,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.84,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.16,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.88,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.56,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.16,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.44,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.16,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.8,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.3,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.68,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,11.8,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,14.12,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.36,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.56,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.29,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.44,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.41,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.32,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.92,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.32,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,17.04,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13.88,spraying,Precision pad add 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,10.32,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.8,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.92,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,30.68,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,16.6,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,110.72,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,32.32,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.64,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.72,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,13.24,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,7.07,spraying,Power pad abd 2
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.28,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,19.56,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.28,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.88,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.56,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.24,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.68,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.48,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,2.76,spraying,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.72,moving,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.68,wiping,Precision pad add 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.68,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.68,wiping,Precision pad add 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,18.44,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.56,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.41,wiping,Precision pad add 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.47,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.8,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.64,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,1.89,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.52,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.6,wiping,Power pad abd 2-4
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.4,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.28,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.52,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,4.32,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,6.2,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.68,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,0.84,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,5.2,wiping,Power palm abd 2-5
spray bottle,15,6,3.5,squeezable,400,bladed,irregular,3.28,mopping,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,5,holding,Intermediate add 2
cloth,0,0,0,floppy,22.5,floppy,floppy,2,holding,Intermediate add 2
cloth,0,0,0,floppy,22.5,floppy,floppy,9,holding,Intermediate add 2
cloth,0,0,0,floppy,22.5,floppy,floppy,4,holding,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,11,holding,Intermediate add 2
cloth,0,0,0,floppy,22.5,floppy,floppy,30,holding,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,13,holding,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,23,holding,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,10,holding,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,20,holding,Precision pad abd 2-4
cloth,0,0,0,floppy,22.5,floppy,floppy,3,holding,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,15,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,18,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,27,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,13,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,7,wiping,platform
cloth,0,0,0,floppy,22.5,floppy,floppy,4,wiping,platform
cloth,0,0,0,floppy,22.5,floppy,floppy,80,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,26,wiping,Power palm abd 2-5
