Object,L,H,W,Rigidity,Mass,Shape,Type,Duration,Action,Grasp
paper towel,0,0,0,floppy,17.5,floppy,floppy,4.56,drying,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.8,drying,Precision pad abd 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,10.24,drying,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,5.48,drying,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,11.2,drying,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,2.24,drying,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,22,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,13,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,3,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,28,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,21,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,18,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,3,wiping,Intermediate add 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,8,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,110.16,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,8.24,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,36.88,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,18.6,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,35.28,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1.08,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,33.56,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,62.04,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,5.8,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,85.32,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,7.6,wiping,Precision pad abd 2-4
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.68,wiping,Intermediate add 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,5.32,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.96,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,2.04,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.68,wiping,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,11.32,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1.4,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1.24,wiping,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.6,wiping,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,1.52,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.28,wiping,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,3.6,wiping,platform
paper towel,0,0,0,floppy,17.5,floppy,floppy,1.48,wiping,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,7.1,wiping,Intermediate add 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.3,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,3.8,wiping,Intermediate add 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,3,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,6.42,wiping,Precision pad abd 2-4
paper towel,0,0,0,floppy,17.5,floppy,floppy,29.2,wiping,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0,cleaning,Intermediate add 3
paper towel,0,0,0,floppy,17.5,floppy,floppy,7,cleaning,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1,cleaning,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,16,cleaning,Precision pad abd 2-4
paper towel,0,0,0,floppy,17.5,floppy,floppy,7,cleaning,Intermediate add 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,5,disposing,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.88,arranging,Precision pad abd 2
paper towel,0,0,0,floppy,17.5,floppy,floppy,2.64,arranging,Precision pad abd 2-4
paper towel,0,0,0,floppy,17.5,floppy,floppy,4.24,arranging,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,2.88,arranging,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,2.24,arranging,Power pad abd 2-4
paper towel,0,0,0,floppy,17.5,floppy,floppy,13.56,arranging,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.36,arranging,Intermediate add 3
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.56,arranging,Intermediate add 3
paper towel,0,0,0,floppy,17.5,floppy,floppy,4.2,arranging,Intermediate add 3
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.4,arranging,Intermediate add 3
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.92,arranging,Precision pad abd 2-3
paper towel,0,0,0,floppy,17.5,floppy,floppy,3.24,arranging,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1,moving,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,4.2,moving,Power palm abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,0.7,moving,Precision pad abd 2-5
paper towel,0,0,0,floppy,17.5,floppy,floppy,1.1,picking up,Intermediate abd 2
aerosol can cap,6,6,5,squeezable,16,equant,cubic cylinder,0,arranging,Precision pad abd 2-3
aerosol can cap,6,6,5,squeezable,16,equant,cubic cylinder,4,securing,Power pad abd 2-3
aerosol can cap,6,6,5,squeezable,16,equant,cubic cylinder,1.36,wiping,Power pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,8,arranging,Intermediate add 3
small bottle,11,3,3,squeezable,120,prolate,cylinder,2,arranging,Precision pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,1,arranging,Precision pad abd 2
small bottle,11,3,3,squeezable,120,prolate,cylinder,0.72,arranging,Precision pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,0.4,arranging,Precision pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,1.08,arranging,Precision pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,0.8,arranging,Precision pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,8.76,arranging,Power palm abd 2-5
small bottle,11,3,3,squeezable,120,prolate,cylinder,3.48,holding,Power palm abd 2-5
small bottle,11,3,3,squeezable,120,prolate,cylinder,2.48,holding,Power palm abd 2-5
small bottle,11,3,3,squeezable,120,prolate,cylinder,0.98,holding,Precision pad abd 2-3
small bottle,11,3,3,squeezable,120,prolate,cylinder,1.52,holding,Precision pad abd 2-3
toothbrush,15,1,1,rigid,32.5,prolate,cylinder,0,arranging,Precision pad abd 2
toothbrush,15,1,1,rigid,32.5,prolate,cylinder,2,arranging,Precision pad abd 2
toothbrush,15,1,1,rigid,32.5,prolate,cylinder,2,arranging,Power palm abd 2-5
toothbrush,15,1,1,rigid,32.5,prolate,cylinder,1,arranging,Precision pad abd 2-5
toothbrush,15,1,1,rigid,32.5,prolate,cylinder,1,arranging,Precision pad abd 2-3
contact case,2,2,1,fragile,25,oblate,disk,9,arranging,Precision pad abd 2-3
deoderant,12,6,2.5,fragile,65,bladed,ellipse A,3,arranging,Power pad abd 2-3
bar soap,8,5.5,3,rigid,75,oblate,short ellipse,3,arranging,Intermediate add 3
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,2,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,3,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,4,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,1,hanging,Precision pad abd 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,1,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,1,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,5,hanging,Precision pad abd 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,2,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,5,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,8,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,2,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,0,hanging,Precision pad abd 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,2,hanging,Precision pad abd 2-3
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,3,hanging,Intermediate add 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,5,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,2,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,3,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,3,hanging,Power palm add 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,1,hanging,Intermediate abd 2
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,1,hanging,Power palm abd 2-5
hanger,15,0.2,0.2,squeezable,20,prolate,cylinder,3,arranging,Power palm abd 2-5
glass jar,13.5,7.5,7.5,rigid,100,prolate,cylinder,4,cleaning,Power palm abd 2-5
glass jar,13.5,7.5,7.5,rigid,100,prolate,cylinder,6,cleaning,Power palm abd 2-5
paper cup,10,6.5,6.5,squeezable,10,prolate,cylinder,1,cleaning,Intermediate abd 2
paper cup,10,6.5,6.5,squeezable,10,prolate,cylinder,29,cleaning,Power palm abd 2-5
paper cup,10,6.5,6.5,squeezable,10,prolate,cylinder,11,cleaning,Power palm abd 2-5
coin,2,2,0.15,rigid,4.5,oblate,disk,1,arranging,Precision pad abd 2
toilet brushholder,15,9,6.5,fragile,600,prolate,long prism,4,arranging,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,6,arranging,Precision pad abd 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,4.24,arranging,Intermediate abd 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.2,arranging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.64,arranging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,3.12,arranging,Intermediate add 3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,2.4,arranging,Intermediate add 3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.6,arranging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.56,arranging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,2.6,arranging,Precision pad abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.72,arranging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.88,arranging,Intermediate abd 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.08,arranging,Power palm add 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,10.96,arranging,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,2,unplugging,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,9,plugging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,15,plugging,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1,plugging,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,3.12,holding,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.92,holding,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,2,holding,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,19.96,holding,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,4,holding,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,13,holding,Power palm add 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1,holding,Power palm add 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,4,holding,Power palm add 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,4.88,holding,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,5.92,vacuuming,Precision pad abd 2-3
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.6,vacuuming,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,2.92,vacuuming,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,4.31,vacuuming,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.28,vacuuming,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.16,vacuuming,Precision pad abd 2-4
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.52,vacuuming,Intermediate abd 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.16,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.8,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.24,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.48,vacuuming,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.4,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,4.96,vacuuming,Intermediate add 2
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.2,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.88,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.44,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.16,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.52,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.76,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.28,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.2,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.56,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.48,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.76,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.32,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.32,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.36,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.48,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.54,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,0.98,vacuuming,Power palm abd 2-5
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,1.48,vacuuming,platform
power cord,15,0.9,0.9,squeezable,85,prolate,cylinder,2.12,vacuuming,Power palm abd 2-5
iron,15,6.5,3.5,rigid,1000,bladed,irregular,4,arranging,Power palm abd 2-5
robe,0,0,0,floppy,400,floppy,floppy,3,hanging,Precision pad abd 2-5
robe,0,0,0,floppy,400,floppy,floppy,7,hanging,Precision pad abd 2-3
ironing board,15,3.5,3.5,rigid,1000,prolate,cylinder,2,arranging,Power pad abd 2-4
ironing board,15,3.5,3.5,rigid,1000,prolate,cylinder,4,arranging,Power palm abd 2-5
wardrobe door,15,15,3,rigid,750,oblate,short prism,1,arranging,Precision pad abd 2-5
book,15,15,2.75,rigid,585,oblate,short prism,2,arranging,Intermediate add 2
book,15,15,2.75,rigid,585,oblate,short prism,1,arranging,Intermediate add 2
book,15,15,2.75,rigid,585,oblate,short prism,8.08,arranging,Power pad abd 2-4
pencil,15,0.9,0.9,rigid,17.5,prolate,cylinder,0,arranging,Precision pad abd 2-3
pencil,15,0.9,0.9,rigid,17.5,prolate,cylinder,15,moving,Precision pad abd 2-3
pencil,15,0.9,0.9,rigid,17.5,prolate,cylinder,5.7,writing,Precision side abd 3
pencil,15,0.9,0.9,rigid,17.5,prolate,cylinder,11.1,writing,Precision side abd 3
tissue,0,0,0,floppy,4,floppy,floppy,6,arranging,Power palm abd 2-5
tissue,0,0,0,floppy,4,floppy,floppy,4.32,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,0.56,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,3.13,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,2.55,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.82,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,0.48,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,1,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.88,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,4.2,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,19.36,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.52,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.8,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,0.24,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.28,arranging,Power palm abd 2-5
tissue,0,0,0,floppy,4,floppy,floppy,1.16,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,1.72,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,1.2,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,1.64,arranging,Power palm abd 2-5
tissue,0,0,0,floppy,4,floppy,floppy,0.64,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.32,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.4,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.92,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,2.44,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,0.84,arranging,Intermediate add 3
tissue,0,0,0,floppy,4,floppy,floppy,2.48,arranging,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,4.4,wiping,Power pad abd 2-4
tissue,0,0,0,floppy,4,floppy,floppy,4.92,wiping,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,6.2,wiping,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,0.7,wiping,Precision pad add 2-5
tissue,0,0,0,floppy,4,floppy,floppy,14.8,wiping,Precision pad abd 2-5
tissue,0,0,0,floppy,4,floppy,floppy,0.72,wiping,Precision pad abd 2
tissue,0,0,0,floppy,4,floppy,floppy,0.56,wiping,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,1.16,wiping,Precision pad abd 2
tissue,0,0,0,floppy,4,floppy,floppy,1.68,wiping,Precision pad abd 2-3
tissue,0,0,0,floppy,4,floppy,floppy,2.76,wiping,Intermediate add 3
alarm clock,15,15,5,rigid,375,oblate,short prism,2,arranging,Power palm abd 2-5
alarm clock,15,15,5,rigid,375,oblate,short prism,1,arranging,Power palm abd 2-5
alarm clock,15,15,5,rigid,375,oblate,short prism,0,arranging,Precision pad abd 2-3
jewelry box,15,5,3,squeezable,95,bladed,irregular,1,arranging,Precision pad abd 2-5
jewelry box,15,5,3,squeezable,95,bladed,irregular,1,arranging,Precision pad abd 2-5
jewelry box,15,5,3,squeezable,95,bladed,irregular,2,arranging,Power palm add 2-5
jewelry box,15,5,3,squeezable,95,bladed,irregular,0,arranging,Power pad abd 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,1,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,2,disposing,Power pad abd 2-3
trash bag,0,0,0,floppy,12.5,floppy,floppy,12,disposing,Precision pad abd 2-4
trash bag,0,0,0,floppy,12.5,floppy,floppy,3,disposing,Precision pad abd 2-3
trash bag,0,0,0,floppy,12.5,floppy,floppy,7,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,4.6,disposing,Precision pad abd 2-4
trash bag,0,0,0,floppy,12.5,floppy,floppy,1.64,disposing,Intermediate add 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,5.28,disposing,Intermediate add 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,5.12,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,1,disposing,Intermediate add 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,1.12,disposing,Precision pad abd 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,1.33,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,2.83,disposing,Precision pad abd 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,0.32,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,1.76,disposing,Precision pad abd 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,0.88,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,3.52,disposing,Precision pad abd 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,3.12,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,3.32,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,0.16,disposing,Precision pad abd 2-3
trash bag,0,0,0,floppy,12.5,floppy,floppy,1.92,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,1.84,disposing,Power palm abd 2-5
trash bag,0,0,0,floppy,12.5,floppy,floppy,10.4,disposing,Intermediate add 2
trash bag,0,0,0,floppy,12.5,floppy,floppy,2,moving,Power palm abd 2-5
laundry detergent bottle,12.5,6.5,6.5,squeezable,350,prolate,cylinder,1,arranging,Power pad abd 2
laundry detergent bottle,12.5,6.5,6.5,squeezable,350,prolate,cylinder,1,arranging,Precision pad abd 2-5
laundry detergent bottle,12.5,6.5,6.5,squeezable,350,prolate,cylinder,1,arranging,Precision pad abd 2-4
jacket,0,0,0,floppy,550,floppy,floppy,6,arranging,Power palm abd 2-5
jacket,0,0,0,floppy,550,floppy,floppy,1,arranging,Power pad abd 2-4
key,0,0,0,floppy,47.5,floppy,floppy,3,arranging,Power palm abd 2-5
key,0,0,0,floppy,47.5,floppy,floppy,3,arranging,Power palm abd 2-5
key,0,0,0,floppy,47.5,floppy,floppy,6.96,arranging,Power palm abd 2-5
key,0,0,0,floppy,47.5,floppy,floppy,2.4,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,4.8,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,0.44,arranging,Precision pad abd 2-3
key,0,0,0,floppy,47.5,floppy,floppy,0.28,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,2.6,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,1.12,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,1.72,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,0.96,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,1.56,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,3.6,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,1.56,arranging,Power palm abd 2-5
key,0,0,0,floppy,47.5,floppy,floppy,1.08,arranging,Intermediate add 3
key,0,0,0,floppy,47.5,floppy,floppy,0.9,moving,Precision pad abd 2
key,0,0,0,floppy,47.5,floppy,floppy,6,unlocking,Intermediate add 2
key,0,0,0,floppy,47.5,floppy,floppy,1.56,unlocking,Intermediate add 2
key,0,0,0,floppy,47.5,floppy,floppy,11.68,drinking,Power pad abd 2-4
key,0,0,0,floppy,47.5,floppy,floppy,1.64,starting car,Precision pad abd 2-3
key,0,0,0,floppy,47.5,floppy,floppy,1.6,starting car,Intermediate add 2
key,0,0,0,floppy,47.5,floppy,floppy,10,turning,Power palm abd 2-5
zipper,1.5,0.75,0.35,rigid,7.5,bladed,irregular,0,zipping,Intermediate add 2
placemat,15,15,0.4,squeezable,75,oblate,short prism,3,setting,Intermediate add 2
placemat,15,15,0.4,squeezable,75,oblate,short prism,3,setting,Precision pad abd 2-5
placemat,15,15,0.4,squeezable,75,oblate,short prism,3,setting,Precision pad abd 2
placemat,15,15,0.4,squeezable,75,oblate,short prism,2,setting,Precision pad abd 2-5
placemat,15,15,0.4,squeezable,75,oblate,short prism,3,setting,Precision pad abd 2-5
placemat,15,15,0.4,squeezable,75,oblate,short prism,8,setting,Precision pad abd 2-5
placemat,15,15,0.4,squeezable,75,oblate,short prism,4,setting,Precision pad add 2-5
placemat,15,15,0.4,squeezable,75,oblate,short prism,15,setting,Precision pad abd 2-5
placemat,15,15,0.4,squeezable,75,oblate,short prism,8,setting,Precision pad abd 2
placemat,15,15,0.4,squeezable,75,oblate,short prism,0.36,arranging,Precision pad abd 2
placemat,15,15,0.4,squeezable,75,oblate,short prism,0.78,moving,Precision pad abd 2
tablecloth,0,0,0,floppy,400,floppy,floppy,6,setting,Precision pad abd 2-3
tablecloth,0,0,0,floppy,400,floppy,floppy,3,setting,Power palm abd 2-5
tablecloth,0,0,0,floppy,400,floppy,floppy,3,setting,Precision pad abd 2
plastic squeeze bottle,12.5,5,3.5,squeezable,300,prolate,cylinder,9,aiming,Power palm abd 2-5
plastic squeeze bottle,12.5,5,3.5,squeezable,300,prolate,cylinder,4,aiming,Power palm abd 2-5
magazines,15,15,1.5,squeezable,190,oblate,short prism,1,arranging,Intermediate add 2
magazines,15,15,1.5,squeezable,190,oblate,short prism,2,arranging,Power pad abd 2-4
magazines,15,15,1.5,squeezable,190,oblate,short prism,9.52,arranging,Power pad abd 2-4
magazines,15,15,1.5,squeezable,190,oblate,short prism,4.24,arranging,Power pad abd 2-4
magazines,15,15,1.5,squeezable,190,oblate,short prism,3.2,arranging,Power pad abd 2-4
magazines,15,15,1.5,squeezable,190,oblate,short prism,1.84,arranging,Power pad abd 2-4
